"","ZCTA5CE10","GEOID10","ssp_count","needle_binary"
"1","43451","43451",0,FALSE
"2","43452","43452",0,FALSE
"3","43456","43456",0,FALSE
"4","43457","43457",0,FALSE
"5","43458","43458",0,FALSE
"6","43460","43460",0,FALSE
"7","43462","43462",0,FALSE
"8","43463","43463",0,FALSE
"9","43464","43464",0,FALSE
"10","43465","43465",0,FALSE
"11","43466","43466",0,FALSE
"12","43467","43467",0,FALSE
"13","43468","43468",0,FALSE
"14","97824","97824",0,FALSE
"15","97825","97825",0,FALSE
"16","97826","97826",0,FALSE
"17","97827","97827",0,FALSE
"18","97828","97828",0,FALSE
"19","97830","97830",0,FALSE
"20","97833","97833",0,FALSE
"21","97834","97834",0,FALSE
"22","97835","97835",0,FALSE
"23","97836","97836",0,FALSE
"24","97837","97837",0,FALSE
"25","97838","97838",0,FALSE
"26","97839","97839",0,FALSE
"27","97840","97840",0,FALSE
"28","97841","97841",0,FALSE
"29","97842","97842",0,FALSE
"30","97843","97843",0,FALSE
"31","97844","97844",0,FALSE
"32","97845","97845",0,FALSE
"33","97846","97846",0,FALSE
"34","97848","97848",0,FALSE
"35","97850","97850",0,FALSE
"36","97856","97856",0,FALSE
"37","97857","97857",0,FALSE
"38","97859","97859",0,FALSE
"39","97862","97862",0,FALSE
"40","97864","97864",0,FALSE
"41","97865","97865",0,FALSE
"42","97867","97867",0,FALSE
"43","97868","97868",0,FALSE
"44","97869","97869",0,FALSE
"45","97870","97870",0,FALSE
"46","97873","97873",0,FALSE
"47","97874","97874",0,FALSE
"48","97875","97875",0,FALSE
"49","97876","97876",0,FALSE
"50","97877","97877",0,FALSE
"51","97880","97880",0,FALSE
"52","97882","97882",0,FALSE
"53","97883","97883",0,FALSE
"54","94118","94118",0,FALSE
"55","94121","94121",0,FALSE
"56","94122","94122",0,FALSE
"57","94123","94123",0,FALSE
"58","94124","94124",0,FALSE
"59","94127","94127",0,FALSE
"60","94128","94128",0,FALSE
"61","94129","94129",0,FALSE
"62","94130","94130",0,FALSE
"63","94131","94131",0,FALSE
"64","94132","94132",0,FALSE
"65","39531","39531",0,FALSE
"66","42409","42409",0,FALSE
"67","42410","42410",0,FALSE
"68","48755","48755",0,FALSE
"69","42411","42411",0,FALSE
"70","42413","42413",0,FALSE
"71","48756","48756",0,FALSE
"72","48757","48757",0,FALSE
"73","39532","39532",0,FALSE
"74","39534","39534",0,FALSE
"75","48759","48759",0,FALSE
"76","39540","39540",0,FALSE
"77","48760","48760",0,FALSE
"78","48761","48761",0,FALSE
"79","48762","48762",0,FALSE
"80","39553","39553",0,FALSE
"81","42420","42420",0,FALSE
"82","39556","39556",0,FALSE
"83","48763","48763",0,FALSE
"84","48765","48765",0,FALSE
"85","48766","48766",0,FALSE
"86","39560","39560",0,FALSE
"87","48767","48767",0,FALSE
"88","39561","39561",0,FALSE
"89","42431","42431",1,TRUE
"90","42436","42436",0,FALSE
"91","48768","48768",0,FALSE
"92","48770","48770",0,FALSE
"93","39562","39562",0,FALSE
"94","42437","42437",0,FALSE
"95","95825","95825",0,FALSE
"96","95826","95826",0,FALSE
"97","95827","95827",0,FALSE
"98","95828","95828",0,FALSE
"99","95829","95829",0,FALSE
"100","95830","95830",0,FALSE
"101","95831","95831",0,FALSE
"102","95832","95832",0,FALSE
"103","95833","95833",0,FALSE
"104","33573","33573",0,FALSE
"105","37336","37336",0,FALSE
"106","33576","33576",0,FALSE
"107","37337","37337",0,FALSE
"108","37338","37338",0,FALSE
"109","37339","37339",0,FALSE
"110","37340","37340",0,FALSE
"111","33578","33578",0,FALSE
"112","37341","37341",0,FALSE
"113","33579","33579",0,FALSE
"114","37342","37342",0,FALSE
"115","33584","33584",0,FALSE
"116","33585","33585",0,FALSE
"117","33592","33592",0,FALSE
"118","37343","37343",0,FALSE
"119","37345","37345",0,FALSE
"120","33594","33594",0,FALSE
"121","33596","33596",0,FALSE
"122","37347","37347",0,FALSE
"123","37348","37348",0,FALSE
"124","37350","37350",0,FALSE
"125","61820","61820",0,FALSE
"126","53406","53406",0,FALSE
"127","53501","53501",0,FALSE
"128","53502","53502",0,FALSE
"129","53503","53503",0,FALSE
"130","61821","61821",0,FALSE
"131","53504","53504",0,FALSE
"132","53505","53505",0,FALSE
"133","53506","53506",0,FALSE
"134","53507","53507",0,FALSE
"135","53508","53508",0,FALSE
"136","61822","61822",0,FALSE
"137","53510","53510",0,FALSE
"138","61830","61830",0,FALSE
"139","61831","61831",0,FALSE
"140","53511","53511",1,TRUE
"141","53515","53515",0,FALSE
"142","53516","53516",0,FALSE
"143","53517","53517",0,FALSE
"144","61832","61832",0,FALSE
"145","53518","53518",0,FALSE
"146","61833","61833",0,FALSE
"147","53520","53520",0,FALSE
"148","53521","53521",0,FALSE
"149","61834","61834",0,FALSE
"150","53522","53522",0,FALSE
"151","61839","61839",0,FALSE
"152","61840","61840",0,FALSE
"153","53523","53523",0,FALSE
"154","61841","61841",0,FALSE
"155","53525","53525",0,FALSE
"156","02457","02457",0,FALSE
"157","02458","02458",0,FALSE
"158","02459","02459",0,FALSE
"159","02460","02460",0,FALSE
"160","02461","02461",0,FALSE
"161","02462","02462",0,FALSE
"162","02464","02464",0,FALSE
"163","02465","02465",0,FALSE
"164","02466","02466",0,FALSE
"165","02467","02467",0,FALSE
"166","02468","02468",0,FALSE
"167","02472","02472",0,FALSE
"168","02474","02474",0,FALSE
"169","02476","02476",0,FALSE
"170","02478","02478",0,FALSE
"171","02481","02481",0,FALSE
"172","02482","02482",0,FALSE
"173","02492","02492",0,FALSE
"174","02493","02493",0,FALSE
"175","02494","02494",0,FALSE
"176","02532","02532",0,FALSE
"177","02534","02534",0,FALSE
"178","02535","02535",0,FALSE
"179","75098","75098",0,FALSE
"180","75101","75101",0,FALSE
"181","75102","75102",0,FALSE
"182","75103","75103",0,FALSE
"183","75104","75104",0,FALSE
"184","75105","75105",0,FALSE
"185","75109","75109",0,FALSE
"186","75110","75110",0,FALSE
"187","75114","75114",0,FALSE
"188","75115","75115",0,FALSE
"189","75116","75116",0,FALSE
"190","75117","75117",0,FALSE
"191","75119","75119",0,FALSE
"192","75124","75124",0,FALSE
"193","75125","75125",0,FALSE
"194","75126","75126",0,FALSE
"195","75127","75127",0,FALSE
"196","75132","75132",0,FALSE
"197","75134","75134",0,FALSE
"198","75135","75135",0,FALSE
"199","48472","48472",0,FALSE
"200","48473","48473",0,FALSE
"201","42025","42025",0,FALSE
"202","48475","48475",0,FALSE
"203","48476","48476",0,FALSE
"204","48502","48502",1,TRUE
"205","42027","42027",0,FALSE
"206","42028","42028",0,FALSE
"207","42029","42029",0,FALSE
"208","48503","48503",0,FALSE
"209","42031","42031",0,FALSE
"210","42032","42032",0,FALSE
"211","42035","42035",0,FALSE
"212","42036","42036",0,FALSE
"213","42037","42037",0,FALSE
"214","48504","48504",0,FALSE
"215","42038","42038",0,FALSE
"216","42039","42039",0,FALSE
"217","42040","42040",0,FALSE
"218","42041","42041",0,FALSE
"219","48505","48505",0,FALSE
"220","29324","29324",0,FALSE
"221","29325","29325",0,FALSE
"222","27030","27030",0,FALSE
"223","27040","27040",0,FALSE
"224","27041","27041",0,FALSE
"225","27042","27042",0,FALSE
"226","27043","27043",0,FALSE
"227","27045","27045",0,FALSE
"228","27046","27046",0,FALSE
"229","27047","27047",0,FALSE
"230","27048","27048",0,FALSE
"231","27050","27050",0,FALSE
"232","27051","27051",0,FALSE
"233","27052","27052",0,FALSE
"234","27053","27053",0,FALSE
"235","27054","27054",0,FALSE
"236","27055","27055",0,FALSE
"237","27101","27101",1,TRUE
"238","27103","27103",0,FALSE
"239","27104","27104",0,FALSE
"240","27105","27105",0,FALSE
"241","27106","27106",0,FALSE
"242","27107","27107",0,FALSE
"243","27109","27109",0,FALSE
"244","27110","27110",0,FALSE
"245","27127","27127",0,FALSE
"246","43469","43469",0,FALSE
"247","43501","43501",0,FALSE
"248","43502","43502",0,FALSE
"249","43504","43504",0,FALSE
"250","43505","43505",0,FALSE
"251","43506","43506",0,FALSE
"252","43511","43511",0,FALSE
"253","43512","43512",0,FALSE
"254","43515","43515",0,FALSE
"255","43516","43516",0,FALSE
"256","43517","43517",0,FALSE
"257","43518","43518",0,FALSE
"258","43519","43519",0,FALSE
"259","43521","43521",0,FALSE
"260","43522","43522",0,FALSE
"261","43523","43523",0,FALSE
"262","43524","43524",0,FALSE
"263","43525","43525",0,FALSE
"264","43526","43526",0,FALSE
"265","43527","43527",0,FALSE
"266","43528","43528",0,FALSE
"267","97884","97884",0,FALSE
"268","97885","97885",0,FALSE
"269","97886","97886",0,FALSE
"270","97901","97901",0,FALSE
"271","97903","97903",0,FALSE
"272","97904","97904",0,FALSE
"273","97905","97905",0,FALSE
"274","97906","97906",0,FALSE
"275","97907","97907",0,FALSE
"276","97908","97908",0,FALSE
"277","97909","97909",0,FALSE
"278","97911","97911",0,FALSE
"279","97914","97914",0,FALSE
"280","97918","97918",0,FALSE
"281","97920","97920",0,FALSE
"282","71944","71944",0,FALSE
"283","73118","73118",0,FALSE
"284","71945","71945",0,FALSE
"285","73119","73119",0,FALSE
"286","71949","71949",0,FALSE
"287","71950","71950",0,FALSE
"288","71952","71952",0,FALSE
"289","73120","73120",0,FALSE
"290","73121","73121",0,FALSE
"291","73122","73122",0,FALSE
"292","73127","73127",0,FALSE
"293","73128","73128",0,FALSE
"294","73129","73129",0,FALSE
"295","71953","71953",0,FALSE
"296","73130","73130",0,FALSE
"297","73131","73131",0,FALSE
"298","71956","71956",0,FALSE
"299","73132","73132",0,FALSE
"300","73134","73134",0,FALSE
"301","71957","71957",0,FALSE
"302","73135","73135",0,FALSE
"303","73139","73139",0,FALSE
"304","71958","71958",0,FALSE
"305","73141","73141",0,FALSE
"306","71959","71959",0,FALSE
"307","73142","73142",0,FALSE
"308","94133","94133",0,FALSE
"309","94134","94134",0,FALSE
"310","94158","94158",0,FALSE
"311","94301","94301",0,FALSE
"312","94303","94303",0,FALSE
"313","94304","94304",0,FALSE
"314","94305","94305",0,FALSE
"315","94306","94306",0,FALSE
"316","94401","94401",0,FALSE
"317","94402","94402",0,FALSE
"318","94403","94403",0,FALSE
"319","94404","94404",0,FALSE
"320","94501","94501",0,FALSE
"321","94502","94502",0,FALSE
"322","94503","94503",0,FALSE
"323","94505","94505",0,FALSE
"324","94506","94506",0,FALSE
"325","94507","94507",0,FALSE
"326","42440","42440",0,FALSE
"327","48801","48801",0,FALSE
"328","42441","42441",0,FALSE
"329","39563","39563",0,FALSE
"330","48806","48806",0,FALSE
"331","42442","42442",0,FALSE
"332","48807","48807",0,FALSE
"333","48808","48808",0,FALSE
"334","48809","48809",0,FALSE
"335","42445","42445",0,FALSE
"336","39564","39564",0,FALSE
"337","48811","48811",0,FALSE
"338","42450","42450",0,FALSE
"339","39565","39565",0,FALSE
"340","42451","42451",0,FALSE
"341","42452","42452",0,FALSE
"342","42453","42453",0,FALSE
"343","39567","39567",0,FALSE
"344","48813","48813",0,FALSE
"345","42455","42455",0,FALSE
"346","48815","48815",0,FALSE
"347","48816","48816",0,FALSE
"348","42456","42456",0,FALSE
"349","42458","42458",0,FALSE
"350","48817","48817",0,FALSE
"351","48818","48818",0,FALSE
"352","42459","42459",0,FALSE
"353","95834","95834",0,FALSE
"354","95835","95835",0,FALSE
"355","95837","95837",0,FALSE
"356","95838","95838",0,FALSE
"357","95841","95841",0,FALSE
"358","95842","95842",0,FALSE
"359","95843","95843",0,FALSE
"360","95864","95864",0,FALSE
"361","95901","95901",0,FALSE
"362","95903","95903",0,FALSE
"363","95910","95910",0,FALSE
"364","95912","95912",0,FALSE
"365","95914","95914",0,FALSE
"366","95915","95915",0,FALSE
"367","37351","37351",0,FALSE
"368","37352","37352",0,FALSE
"369","33597","33597",0,FALSE
"370","37353","37353",0,FALSE
"371","33598","33598",0,FALSE
"372","37354","37354",0,FALSE
"373","33602","33602",0,FALSE
"374","33603","33603",0,FALSE
"375","37355","37355",0,FALSE
"376","33604","33604",0,FALSE
"377","37356","37356",0,FALSE
"378","37357","37357",0,FALSE
"379","37359","37359",0,FALSE
"380","37360","37360",0,FALSE
"381","37361","37361",0,FALSE
"382","53526","53526",0,FALSE
"383","61842","61842",0,FALSE
"384","53527","53527",0,FALSE
"385","61843","61843",0,FALSE
"386","53528","53528",0,FALSE
"387","53529","53529",0,FALSE
"388","61844","61844",0,FALSE
"389","61845","61845",0,FALSE
"390","53530","53530",0,FALSE
"391","61846","61846",0,FALSE
"392","53531","53531",0,FALSE
"393","61847","61847",0,FALSE
"394","61848","61848",0,FALSE
"395","61849","61849",0,FALSE
"396","61850","61850",0,FALSE
"397","61851","61851",0,FALSE
"398","53532","53532",0,FALSE
"399","61852","61852",0,FALSE
"400","61853","61853",0,FALSE
"401","53533","53533",0,FALSE
"402","61854","61854",0,FALSE
"403","61855","61855",0,FALSE
"404","53534","53534",0,FALSE
"405","61856","61856",0,FALSE
"406","61857","61857",0,FALSE
"407","53536","53536",0,FALSE
"408","02536","02536",0,FALSE
"409","02537","02537",0,FALSE
"410","02538","02538",0,FALSE
"411","02539","02539",0,FALSE
"412","02540","02540",1,TRUE
"413","02542","02542",0,FALSE
"414","02543","02543",0,FALSE
"415","02553","02553",0,FALSE
"416","02554","02554",0,FALSE
"417","02556","02556",0,FALSE
"418","02557","02557",0,FALSE
"419","02558","02558",0,FALSE
"420","02559","02559",0,FALSE
"421","02561","02561",0,FALSE
"422","02562","02562",0,FALSE
"423","02563","02563",0,FALSE
"424","02564","02564",0,FALSE
"425","75137","75137",0,FALSE
"426","75140","75140",0,FALSE
"427","75141","75141",0,FALSE
"428","75142","75142",0,FALSE
"429","75143","75143",0,FALSE
"430","75144","75144",0,FALSE
"431","75146","75146",0,FALSE
"432","75147","75147",0,FALSE
"433","75148","75148",0,FALSE
"434","75149","75149",0,FALSE
"435","75150","75150",0,FALSE
"436","75152","75152",0,FALSE
"437","75153","75153",0,FALSE
"438","75154","75154",0,FALSE
"439","75155","75155",0,FALSE
"440","75156","75156",0,FALSE
"441","75157","75157",0,FALSE
"442","70464","70464",0,FALSE
"443","75158","75158",0,FALSE
"444","70465","70465",0,FALSE
"445","80476","80476",0,FALSE
"446","80477","80477",0,FALSE
"447","80478","80478",0,FALSE
"448","70466","70466",0,FALSE
"449","80479","80479",0,FALSE
"450","75159","75159",0,FALSE
"451","70471","70471",0,FALSE
"452","80480","80480",0,FALSE
"453","80481","80481",0,FALSE
"454","75160","75160",0,FALSE
"455","80482","80482",0,FALSE
"456","80483","80483",0,FALSE
"457","70501","70501",0,FALSE
"458","42044","42044",0,FALSE
"459","48506","48506",0,FALSE
"460","42045","42045",0,FALSE
"461","42047","42047",0,FALSE
"462","42048","42048",0,FALSE
"463","42049","42049",0,FALSE
"464","48507","48507",0,FALSE
"465","42050","42050",0,FALSE
"466","42051","42051",0,FALSE
"467","48509","48509",0,FALSE
"468","48519","48519",0,FALSE
"469","48529","48529",0,FALSE
"470","42053","42053",0,FALSE
"471","42054","42054",0,FALSE
"472","48532","48532",0,FALSE
"473","48551","48551",0,FALSE
"474","48553","48553",0,FALSE
"475","48554","48554",0,FALSE
"476","27201","27201",0,FALSE
"477","27203","27203",0,FALSE
"478","27205","27205",0,FALSE
"479","27207","27207",0,FALSE
"480","27208","27208",0,FALSE
"481","27209","27209",0,FALSE
"482","27212","27212",0,FALSE
"483","27214","27214",0,FALSE
"484","27215","27215",0,FALSE
"485","27217","27217",0,FALSE
"486","27229","27229",0,FALSE
"487","27231","27231",0,FALSE
"488","27233","27233",0,FALSE
"489","27235","27235",0,FALSE
"490","27239","27239",0,FALSE
"491","27242","27242",0,FALSE
"492","27243","27243",0,FALSE
"493","27244","27244",0,FALSE
"494","27248","27248",0,FALSE
"495","27249","27249",0,FALSE
"496","27252","27252",0,FALSE
"497","27253","27253",0,FALSE
"498","27258","27258",0,FALSE
"499","27260","27260",0,FALSE
"500","27262","27262",0,FALSE
"501","27263","27263",0,FALSE
"502","27265","27265",0,FALSE
"503","27278","27278",0,FALSE
"504","27281","27281",0,FALSE
"505","27282","27282",0,FALSE
"506","27283","27283",0,FALSE
"507","27284","27284",0,FALSE
"508","27288","27288",0,FALSE
"509","27291","27291",0,FALSE
"510","27292","27292",0,FALSE
"511","27295","27295",0,FALSE
"512","27298","27298",0,FALSE
"513","27299","27299",0,FALSE
"514","27301","27301",0,FALSE
"515","27302","27302",0,FALSE
"516","43529","43529",0,FALSE
"517","43531","43531",0,FALSE
"518","43532","43532",0,FALSE
"519","43533","43533",0,FALSE
"520","43534","43534",0,FALSE
"521","43535","43535",0,FALSE
"522","43536","43536",0,FALSE
"523","43537","43537",0,FALSE
"524","43540","43540",0,FALSE
"525","43541","43541",0,FALSE
"526","43542","43542",0,FALSE
"527","43543","43543",0,FALSE
"528","43545","43545",0,FALSE
"529","43547","43547",0,FALSE
"530","43548","43548",0,FALSE
"531","43549","43549",0,FALSE
"532","43551","43551",0,FALSE
"533","43553","43553",0,FALSE
"534","43554","43554",0,FALSE
"535","43555","43555",0,FALSE
"536","43556","43556",0,FALSE
"537","43557","43557",0,FALSE
"538","43558","43558",0,FALSE
"539","43560","43560",0,FALSE
"540","43565","43565",0,FALSE
"541","43566","43566",0,FALSE
"542","43567","43567",0,FALSE
"543","84401","84401",0,FALSE
"544","73145","73145",0,FALSE
"545","73149","73149",0,FALSE
"546","71960","71960",0,FALSE
"547","73150","73150",0,FALSE
"548","73151","73151",0,FALSE
"549","71961","71961",0,FALSE
"550","84403","84403",0,FALSE
"551","71962","71962",0,FALSE
"552","71964","71964",0,FALSE
"553","73159","73159",0,FALSE
"554","71965","71965",0,FALSE
"555","71968","71968",0,FALSE
"556","71969","71969",0,FALSE
"557","71970","71970",0,FALSE
"558","71971","71971",0,FALSE
"559","71972","71972",0,FALSE
"560","73160","73160",0,FALSE
"561","71973","71973",0,FALSE
"562","71998","71998",0,FALSE
"563","71999","71999",0,FALSE
"564","84404","84404",0,FALSE
"565","72001","72001",0,FALSE
"566","73162","73162",0,FALSE
"567","94508","94508",0,FALSE
"568","94509","94509",0,FALSE
"569","94510","94510",0,FALSE
"570","94511","94511",0,FALSE
"571","94512","94512",0,FALSE
"572","94513","94513",0,FALSE
"573","94514","94514",0,FALSE
"574","94515","94515",0,FALSE
"575","94516","94516",0,FALSE
"576","94517","94517",0,FALSE
"577","94518","94518",0,FALSE
"578","94519","94519",0,FALSE
"579","94520","94520",0,FALSE
"580","94521","94521",0,FALSE
"581","94523","94523",0,FALSE
"582","94525","94525",0,FALSE
"583","94526","94526",0,FALSE
"584","94528","94528",0,FALSE
"585","94530","94530",0,FALSE
"586","94531","94531",0,FALSE
"587","94533","94533",0,FALSE
"588","94534","94534",0,FALSE
"589","94535","94535",0,FALSE
"590","94536","94536",0,FALSE
"591","94538","94538",1,TRUE
"592","94539","94539",0,FALSE
"593","94541","94541",0,FALSE
"594","48819","48819",0,FALSE
"595","39571","39571",0,FALSE
"596","42461","42461",0,FALSE
"597","39572","39572",0,FALSE
"598","42462","42462",0,FALSE
"599","42463","42463",0,FALSE
"600","48820","48820",0,FALSE
"601","42464","42464",0,FALSE
"602","48821","48821",0,FALSE
"603","48822","48822",0,FALSE
"604","39573","39573",0,FALSE
"605","42501","42501",1,TRUE
"606","39574","39574",0,FALSE
"607","48823","48823",0,FALSE
"608","48825","48825",0,FALSE
"609","39576","39576",0,FALSE
"610","42503","42503",0,FALSE
"611","42516","42516",0,FALSE
"612","42518","42518",0,FALSE
"613","48827","48827",0,FALSE
"614","42519","42519",0,FALSE
"615","39577","39577",0,FALSE
"616","48829","48829",0,FALSE
"617","42528","42528",0,FALSE
"618","42533","42533",0,FALSE
"619","48831","48831",0,FALSE
"620","48832","48832",0,FALSE
"621","39581","39581",0,FALSE
"622","48834","48834",0,FALSE
"623","42539","42539",0,FALSE
"624","42541","42541",0,FALSE
"625","48835","48835",0,FALSE
"626","48836","48836",0,FALSE
"627","42544","42544",0,FALSE
"628","42553","42553",0,FALSE
"629","42565","42565",0,FALSE
"630","95916","95916",0,FALSE
"631","95917","95917",0,FALSE
"632","95918","95918",0,FALSE
"633","95919","95919",0,FALSE
"634","95920","95920",0,FALSE
"635","95922","95922",0,FALSE
"636","95923","95923",0,FALSE
"637","95925","95925",0,FALSE
"638","95926","95926",0,FALSE
"639","95928","95928",1,TRUE
"640","95930","95930",0,FALSE
"641","95932","95932",0,FALSE
"642","95934","95934",0,FALSE
"643","95935","95935",0,FALSE
"644","95936","95936",0,FALSE
"645","95937","95937",0,FALSE
"646","95938","95938",0,FALSE
"647","95939","95939",0,FALSE
"648","95941","95941",0,FALSE
"649","95942","95942",0,FALSE
"650","95943","95943",0,FALSE
"651","95944","95944",0,FALSE
"652","95945","95945",0,FALSE
"653","95946","95946",0,FALSE
"654","95947","95947",0,FALSE
"655","95948","95948",0,FALSE
"656","95949","95949",0,FALSE
"657","95950","95950",0,FALSE
"658","95951","95951",0,FALSE
"659","95953","95953",0,FALSE
"660","95954","95954",0,FALSE
"661","95955","95955",0,FALSE
"662","95956","95956",0,FALSE
"663","95957","95957",0,FALSE
"664","95959","95959",0,FALSE
"665","95960","95960",0,FALSE
"666","95961","95961",0,FALSE
"667","95962","95962",0,FALSE
"668","95963","95963",0,FALSE
"669","95965","95965",0,FALSE
"670","95966","95966",0,FALSE
"671","33605","33605",0,FALSE
"672","37362","37362",0,FALSE
"673","33606","33606",1,TRUE
"674","37363","37363",0,FALSE
"675","37365","37365",0,FALSE
"676","23085","23085",0,FALSE
"677","43777","43777",0,FALSE
"678","43778","43778",0,FALSE
"679","49946","49946",0,FALSE
"680","43779","43779",0,FALSE
"681","23086","23086",0,FALSE
"682","49947","49947",0,FALSE
"683","43780","43780",0,FALSE
"684","23089","23089",0,FALSE
"685","43782","43782",0,FALSE
"686","23091","23091",0,FALSE
"687","49948","49948",0,FALSE
"688","23092","23092",0,FALSE
"689","43783","43783",0,FALSE
"690","43786","43786",0,FALSE
"691","49950","49950",0,FALSE
"692","49952","49952",0,FALSE
"693","43787","43787",0,FALSE
"694","53537","53537",0,FALSE
"695","61858","61858",0,FALSE
"696","61859","61859",0,FALSE
"697","61862","61862",0,FALSE
"698","61863","61863",0,FALSE
"699","53538","53538",0,FALSE
"700","53540","53540",0,FALSE
"701","61864","61864",0,FALSE
"702","53541","53541",0,FALSE
"703","61865","61865",0,FALSE
"704","53543","53543",0,FALSE
"705","53544","53544",0,FALSE
"706","61866","61866",0,FALSE
"707","53545","53545",0,FALSE
"708","61870","61870",0,FALSE
"709","61871","61871",0,FALSE
"710","61872","61872",0,FALSE
"711","61873","61873",0,FALSE
"712","61874","61874",0,FALSE
"713","61875","61875",0,FALSE
"714","53546","53546",0,FALSE
"715","61876","61876",0,FALSE
"716","61877","61877",0,FALSE
"717","61878","61878",0,FALSE
"718","61880","61880",0,FALSE
"719","53548","53548",0,FALSE
"720","61882","61882",0,FALSE
"721","37714","37714",0,FALSE
"722","37715","37715",0,FALSE
"723","33823","33823",0,FALSE
"724","37716","37716",0,FALSE
"725","37719","37719",0,FALSE
"726","37721","37721",0,FALSE
"727","37722","37722",1,TRUE
"728","02568","02568",1,TRUE
"729","02571","02571",0,FALSE
"730","02575","02575",0,FALSE
"731","02576","02576",0,FALSE
"732","02584","02584",0,FALSE
"733","02601","02601",1,TRUE
"734","02630","02630",0,FALSE
"735","02631","02631",0,FALSE
"736","02632","02632",0,FALSE
"737","02633","02633",0,FALSE
"738","02635","02635",0,FALSE
"739","02637","02637",0,FALSE
"740","02638","02638",0,FALSE
"741","02639","02639",0,FALSE
"742","02641","02641",0,FALSE
"743","02642","02642",0,FALSE
"744","02643","02643",0,FALSE
"745","02644","02644",0,FALSE
"746","02645","02645",0,FALSE
"747","02646","02646",0,FALSE
"748","02647","02647",0,FALSE
"749","02648","02648",0,FALSE
"750","02649","02649",1,TRUE
"751","02650","02650",0,FALSE
"752","75161","75161",0,FALSE
"753","75163","75163",0,FALSE
"754","75164","75164",0,FALSE
"755","70503","70503",0,FALSE
"756","80487","80487",0,FALSE
"757","80488","80488",0,FALSE
"758","80497","80497",0,FALSE
"759","70506","70506",0,FALSE
"760","80498","80498",0,FALSE
"761","75165","75165",0,FALSE
"762","70507","70507",0,FALSE
"763","75166","75166",0,FALSE
"764","75167","75167",0,FALSE
"765","80501","80501",0,FALSE
"766","70508","70508",0,FALSE
"767","75169","75169",0,FALSE
"768","80503","80503",0,FALSE
"769","75172","75172",0,FALSE
"770","75173","75173",0,FALSE
"771","70510","70510",0,FALSE
"772","75180","75180",0,FALSE
"773","70512","70512",0,FALSE
"774","70513","70513",0,FALSE
"775","75181","75181",0,FALSE
"776","42055","42055",0,FALSE
"777","42056","42056",0,FALSE
"778","42058","42058",0,FALSE
"779","42060","42060",0,FALSE
"780","42061","42061",0,FALSE
"781","42064","42064",0,FALSE
"782","48601","48601",0,FALSE
"783","42066","42066",1,TRUE
"784","42069","42069",0,FALSE
"785","48602","48602",0,FALSE
"786","27305","27305",0,FALSE
"787","27306","27306",0,FALSE
"788","27310","27310",0,FALSE
"789","27311","27311",0,FALSE
"790","27312","27312",0,FALSE
"791","27313","27313",0,FALSE
"792","27314","27314",0,FALSE
"793","27315","27315",0,FALSE
"794","27316","27316",0,FALSE
"795","27317","27317",0,FALSE
"796","27320","27320",0,FALSE
"797","27325","27325",0,FALSE
"798","27326","27326",0,FALSE
"799","27330","27330",0,FALSE
"800","27332","27332",0,FALSE
"801","27340","27340",0,FALSE
"802","27341","27341",0,FALSE
"803","27343","27343",0,FALSE
"804","27344","27344",0,FALSE
"805","27349","27349",0,FALSE
"806","27350","27350",0,FALSE
"807","27355","27355",0,FALSE
"808","27356","27356",0,FALSE
"809","27357","27357",0,FALSE
"810","27358","27358",0,FALSE
"811","27360","27360",0,FALSE
"812","27370","27370",0,FALSE
"813","27371","27371",0,FALSE
"814","27376","27376",0,FALSE
"815","27377","27377",0,FALSE
"816","27379","27379",0,FALSE
"817","27401","27401",0,FALSE
"818","27403","27403",1,TRUE
"819","27405","27405",0,FALSE
"820","27406","27406",0,FALSE
"821","43569","43569",0,FALSE
"822","43570","43570",0,FALSE
"823","43571","43571",0,FALSE
"824","43604","43604",0,FALSE
"825","43605","43605",0,FALSE
"826","43606","43606",0,FALSE
"827","43607","43607",0,FALSE
"828","41274","41274",0,FALSE
"829","41301","41301",0,FALSE
"830","41311","41311",0,FALSE
"831","41314","41314",0,FALSE
"832","41317","41317",0,FALSE
"833","41332","41332",0,FALSE
"834","41339","41339",1,TRUE
"835","41348","41348",0,FALSE
"836","41352","41352",0,FALSE
"837","41360","41360",0,FALSE
"838","41365","41365",0,FALSE
"839","41366","41366",0,FALSE
"840","41367","41367",0,FALSE
"841","41385","41385",0,FALSE
"842","73165","73165",0,FALSE
"843","72002","72002",0,FALSE
"844","73169","73169",0,FALSE
"845","72003","72003",0,FALSE
"846","84405","84405",0,FALSE
"847","73170","73170",0,FALSE
"848","73173","73173",0,FALSE
"849","73179","73179",0,FALSE
"850","72004","72004",0,FALSE
"851","72005","72005",0,FALSE
"852","84414","84414",0,FALSE
"853","72006","72006",0,FALSE
"854","72007","72007",0,FALSE
"855","84501","84501",0,FALSE
"856","72010","72010",0,FALSE
"857","84511","84511",0,FALSE
"858","72011","72011",0,FALSE
"859","84512","84512",0,FALSE
"860","72012","72012",0,FALSE
"861","84513","84513",0,FALSE
"862","73401","73401",0,FALSE
"863","73425","73425",0,FALSE
"864","84515","84515",0,FALSE
"865","84516","84516",0,FALSE
"866","72013","72013",0,FALSE
"867","94542","94542",0,FALSE
"868","94544","94544",0,FALSE
"869","94545","94545",0,FALSE
"870","94546","94546",0,FALSE
"871","94547","94547",0,FALSE
"872","94548","94548",0,FALSE
"873","94549","94549",0,FALSE
